Claim_topic_id,Evidence_topic_id,Claim_text,Label,Evidence Label,Evidence_text,Article_topic_id,Old Reason,Reason
18,E_2,The New Zealand Green Party implemented a windfall tax,N,F,"The proposal comes on the back of data showing that in the 2021 financial year, corporate profits reached $103 billion, up $24.5 billion on the previous year. And you'll recall that the corporate tax take for the year to June 2022 was almost $20 billion.",Emission trading scheme_9402,The green party proposed a tax but it hasn't been implemented yet.,
18,E_3,The New Zealand Green Party implemented a windfall tax,N,N," But it is also only fair that the top 1% of UK earners, who are disproportionately responsible for such a large amount of the UK's greenhouse gas emissions, pay a wealth tax.",Emission trading scheme_9647,,
18,E_4,The New Zealand Green Party implemented a windfall tax,N,N,"In our latest review of sector coverage in the national media, the government is said to be mulling plans to extend the energy windfall tax and expand its scope to include low-carbon generators.",Emission trading scheme_9559,"A government is discussing plans for a windfall tax, however it is discussing the UK government not New Zealand government.",
18,E_5,The New Zealand Green Party implemented a windfall tax,N,N,"Pressed on the issue by Green Party MP Caroline Lucas during Prime Minister's Questions today, the Prime Minister said he stands by the moratorium.",Emission trading scheme_9932,,
18,E_6,The New Zealand Green Party implemented a windfall tax,N,N,"Professor of International Politics, University of ManchesterMatthew Paterson is a member of the Green Party.",Emission trading scheme_9537,,
19,E_1,The top 1% of earners produce as much co2 as the bottom 10%,N,T,"The top 1% of earners in the UK are responsible for the same amount of carbon dioxide emissions in a single year as the bottom 10% over more than two decades, new data has shown.",Emission trading scheme_9647,The top 1% emmit the same amount of co2 in a year as the bottom 10% over a 20 year period in the Uk.,Lack of clear evidence that the top 1% of earners are responsible for more than the bottom 10%
19,E_2,The top 1% of earners produce as much co2 as the bottom 10%,N,N,"Nonetheless, similar to     other European countries, most of the fiscal support has gone to measures     that are untargeted and distort price signals, such as electricity tax     reductions and fuel rebates.",Emission trading scheme_9883,Supports the notion that richest individuals produce much greater co2 then low earners without expresiing percentages.,
19,E_3,The top 1% of earners produce as much co2 as the bottom 10%,N,N,"One chastised the highly inadequate steps to date by rich nations to cut emissions of Earth-warming greenhouse gases, such as those from burning fossil fuels.",Emission trading scheme_9715,,
19,E_4,The top 1% of earners produce as much co2 as the bottom 10%,N,N,"However, CO2 emission allowances quickly became financial instruments in the hands of wealthy investors.",Emission trading scheme_9615,,
19,E_5,The top 1% of earners produce as much co2 as the bottom 10%,N,N,"As his fortune grew, Bankman-Fried turned to more traditional pastimes of the galactically wealthy: political donorship and philanthropy.",Emission trading scheme_9688,,
19,E_6,The top 1% of earners produce as much co2 as the bottom 10%,N,N,"The remainder is budgetary income, which the EU does allow to be used to soften the blow caused by high energy prices.",Emission trading scheme_9699,,
20,E_1,Purchase power agreements are used by compaines to reduce there apparent emissions.,T,T,"The restraint lasted until two years ago, when Pepsi reentered the market with gusto, purchasing 1.4 million creditsor the 15th biggest amount, according to the CDP data. That allowed Pepsi to claim it had slashed climate-warming pollution from its operations by almost a quarter since 2015.In a statement to Bloomberg Green, Pepsi officials said they're transitioning to power purchase agreements that put new renewable electricity on the grid, having signed six such deals since 2020",Emission trading scheme_9665,Pepsi is transitioning to power purchase agreements to reduce emissions.,Purchase power agreements allow companies to offset their emissions
20,E_2,Purchase power agreements are used by compaines to reduce there co2 emissions.,T,T,"These critiques are well heard and appreciated, says Michael Macrae, a senior manager at WRI.To be sure, some of the ensuing clean energy contracts have had major climate benefits. Last year, for instance, more than 100 companies including Amazon.com, Nestl, and Target signed long-term power purchase agreements (PPAs) for wind or solar power.",Emission trading scheme_9665,Many compaines purchase power agreements,
20,E_3,Purchase power agreements are used by compaines to reduce there co2 emissions.,T,T,"In order to qualify for compensation, companies will have to either (i) implement certain measures identified in their energy management system' (i.e. the companies' plan setting energy efficiency objectives and a strategy to achieve them) or (ii) cover at least 30% of their electricity consumption with renewable sources (through on-site renewable energy generation facilities, power purchase agreements or guarantees of origin).",Emission trading scheme_9743,Supports power purchase agreements reducing carbon but doesn't provide evidence of businesses using them.,
20,E_4,Purchase power agreements are used by compaines to reduce there co2 emissions.,T,T,"The instruments that companies reported to reduce their emissions were classified into three categories: Power Purchase Agreements (PPAs), Unbundled Renewable Energy Credits (RECs), and Other.",Emission trading scheme_9705,Companies purchase power agreements to reduce emissions.,
20,E_5,Purchase power agreements are used by compaines to reduce there co2 emissions.,T,N,"In order to qualify for compensation, companies will have to either implement certain energy audit recommendations, cover at least 30% of their electricity consumption with carbon-free sources (through on-site renewable energy generation facilities, carbon-free power purchase agreements or guarantees of origin), or invest at least 50 % of the aid amount in projects leading to substantial reductions of their installation's greenhouse gas emissions.",Emission trading scheme_9740,Supports power purchase agreements reducing carbon but doesn't provide evidence of businesses using them.,
20,E_6,Purchase power agreements are used by compaines to reduce there co2 emissions.,T,N,"The Commission found that the scheme is necessary and appropriate to support energy-intensive companies to cope with the higher electricity prices and to avoid that companies relocate to countries outside the EU with less ambitious climate policies, resulting in an increase in global greenhouse gas emissions.",Emission trading scheme_9740,This scheme is aimed at compaines and involves the purchase of power agreements with renewable sources to reduce emmissions,
